date,polarity_market
2020-01-01,0.8816520571708679
2020-01-01,0.868758499622345
2020-01-01,0.7937227487564087
2020-01-01,0.0505790151655674
2020-01-01,0.028432857245206833
2020-01-01,-0.8561549782752991
2020-01-01,0.054963212460279465
2020-01-01,0.4963497817516327
2020-01-01,0.7919213175773621
2020-01-01,-0.6450807452201843
2020-01-01,0.9129517674446106
2020-01-01,-0.6828619837760925
2020-01-01,0.011363888159394264
2020-01-01,-0.013936279341578484
2020-01-01,-0.011711502447724342
2020-01-01,0.06067480519413948
2020-01-01,0.8873302936553955
2020-01-01,0.05099879950284958
2020-01-01,-0.026454657316207886
2020-01-01,0.2969595491886139
2020-01-01,-0.8579729199409485
2020-01-01,0.0337090864777565
2020-01-01,0.9268373250961304
2020-01-01,0.2046324908733368
2020-01-01,0.003921201452612877
2020-01-01,0.03152110427618027
2020-01-01,0.020624520257115364
2020-01-01,0.5040715932846069
2020-01-01,-0.022683674469590187
2020-01-01,0.23660936951637268
2020-01-01,0.8997851014137268
2020-01-01,0.032508838921785355
2020-01-01,0.06947202980518341
2020-01-01,0.16409114003181458
2020-01-01,0.09677798300981522
2020-01-01,0.8971193432807922
2020-01-01,0.00960446521639824
2020-01-01,0.8870604634284973
2020-01-01,0.06757581233978271
2020-01-01,-0.010919958353042603
2020-01-01,0.01674601249396801
2020-01-01,0.047063928097486496
2020-01-01,0.14436696469783783
2020-01-01,0.930243968963623
2020-01-01,-0.5082899332046509
2020-01-01,0.00939500704407692
2020-01-01,0.0413161963224411
2020-01-01,0.924309492111206
2020-01-01,0.15573349595069885
2020-01-01,-0.017687568441033363
2020-01-01,0.4222930669784546
2020-01-01,0.004009794443845749
2020-01-01,0.14963409304618835
2020-01-01,0.008834006264805794
2020-01-01,0.9066601395606995
2020-01-01,-0.9569971561431885
2020-01-01,0.04992065951228142
2020-01-01,0.2430400550365448
2020-01-01,0.05102518945932388
2020-01-01,0.8999941945075989
2020-01-01,-0.016915829852223396
2020-01-01,0.27761396765708923
2020-01-01,-0.2125195562839508
2020-01-01,-0.7872819304466248
2020-01-01,-0.7087172269821167
2020-01-01,0.08794432133436203
2020-01-01,0.9222931265830994
2020-01-01,0.06718254834413528
2020-01-01,0.1996861696243286
2020-01-01,0.0441829077899456
2020-01-01,-0.9220848083496094
2020-01-01,0.04842839017510414
2020-01-01,0.07735051214694977
2020-01-01,0.0747046247124672
2020-01-01,-0.6239230036735535
2020-01-01,0.9312745332717896
2020-01-01,0.05268777161836624
2020-01-01,0.9323763847351074
2020-01-01,0.09332437813282013
2020-01-01,0.8699235916137695
2020-01-01,0.07700678706169128
2020-01-01,0.6641209721565247
2020-01-01,0.7547701597213745
2020-01-01,0.036548398435115814
2020-01-01,0.5117219686508179
2020-01-01,0.9058583378791809
2020-01-01,-0.9630345106124878
2020-01-01,0.20463836193084717
2020-01-01,0.9189702272415161
2020-01-01,0.1539291888475418
2020-01-01,0.5939291715621948
2020-01-01,0.46927034854888916
2020-01-01,0.797166109085083
2020-01-01,0.023243606090545654
2020-01-01,0.029266271740198135
2020-01-01,-0.01393628679215908
2020-01-01,0.8863644599914551
2020-01-01,0.93306964635849
2020-01-01,0.8638643026351929
2020-01-01,-0.8061805963516235
2020-01-01,0.0029371902346611023
2020-01-01,0.1620139628648758
2020-01-01,0.8652957677841187
2020-01-01,-0.8188046216964722
2020-01-01,0.0846027284860611
2020-01-01,0.028912562876939774
2020-01-01,-0.5052651166915894
2020-01-01,-0.5984576940536499
2020-01-01,0.933202862739563
2020-01-01,0.05312766879796982
2020-01-01,0.12246334552764893
2020-01-01,0.930067241191864
2020-01-01,0.9224440455436707
2020-01-01,0.20288629829883575
2020-01-01,0.4514390826225281
2020-01-01,-0.8565934300422668
2020-01-01,-0.8904276490211487
2020-01-01,0.2086692750453949
2020-01-01,0.8998224139213562
2020-01-01,-0.034899987280368805
2020-01-01,0.11204905807971954
2020-01-01,0.012049518525600433
2020-01-01,0.08622143417596817
2020-01-01,-0.22240975499153137
2020-01-01,0.3417019248008728
2020-01-01,-0.6721298098564148
2020-01-01,-0.8939967155456543
2020-01-02,0.902787446975708
2020-01-02,0.7057774066925049
2020-01-02,-0.9549645185470581
2020-01-02,-0.00244235061109066
2020-01-02,0.6762895584106445
2020-01-02,0.7078702449798584
2020-01-02,0.124819815158844
2020-01-02,0.05128346383571625
2020-01-02,0.759107768535614
2020-01-02,0.5436888933181763
2020-01-02,0.9140347838401794
2020-01-02,0.5975463390350342
2020-01-02,-0.822485089302063
2020-01-02,0.0750625729560852
2020-01-02,0.06337150186300278
2020-01-02,0.14237377047538757
2020-01-02,0.008666476234793663
2020-01-02,0.01336873508989811
2020-01-02,0.48870426416397095
2020-01-02,0.04011951759457588
2020-01-02,-0.018202584236860275
2020-01-02,0.42673882842063904
2020-01-02,0.22470876574516296
2020-01-02,0.07000872492790222
2020-01-02,-0.11568038165569305
2020-01-02,0.9274207949638367
2020-01-02,0.06544911116361618
